Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55.0,uo,Travel_Rarely,147.0,,,2.0,Technical Degree,1.0,389.0,2.0,Male,37.0,3.0,,Laboratory Technician,13.750142140659236,Married,5415.0,15972.0,3.0,Y,,19.0,3.0,4.0,80.0,9.277251811723444,12.0,4.0,3.0,10.0,,0.0,8.0
,No,Travel_Frequently,496.0,Research & Development,11.0,2.0,Medical,1.0,,,,269.64054339909364,3.0,2.0,Healthcare Representative,1.0,Married,54186.44101054062,22722.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0
,,Travel_Rarely,1372.0,Research & Development,1.0,3.0,Life Sciences,1.0,391.0,4.0,Female,269.64054339909364,3.0,1.0,research scientist,4.0,Single,54186.44101054062,85757.15206674469,,,No,12.0,3.0,2.0,80.0,0.0,17.0,3.0,3.0,17.0,12.0,5.0,7.0
44.0,Yes,,920.0,Research & Development,24.0,3.0,Life Sciences,1.0,392.0,4.0,Male,,3.0,1.0,Laboratory Technician,3.0,Divorced,3161.0,19920.0,3.0,Y,Yes,22.0,4.0,4.0,80.0,1.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0
,No,Travel_Rarely,688.0,Research & Development,23.0,4.0,Life Sciences,1.0,393.0,4.0,,82.0,3.0,2.0,Healthcare Representatcve,,Divorcec,5745.0,18899.0,9.0,Y,No,14.0,6.806522507807122,,80.0,,10.0,15.65777096650948,3.0,2.0,2.0,1.0,2.0
26.0,Yes,Travel_Rarely,1449.0,Research & Development,16.0,,Medical,,394.0,1.0,Mall,45.0,3.0,1.0,Laboratory Technician,2.0,Divorcep,2373.0,14180.0,2.0,Y,Yew,13.0,3.0,4.0,,1.0,5.0,2.0,3.0,3.0,2.0,0.0,2.0
28.0,No,zravel_Rarely,1117.0,Research & Development,8.0,2.0,Life Sciences,1.0,,4.0,Female,66.0,3.0,1.0,Research Scientist,4.0,Single,3310.0,4488.0,,y,No,,6.806522507807122,4.0,80.0,0.0,5.0,3.0,,5.0,3.0,0.0,2.0
49.0,No,Travel_Frequently,636.0,Research & Development,10.0,4.0,Life Sciences,1.0,396.0,3.0,Femalm,35.0,3.0,13.175405025543657,,1.0,Single,18665.0,25594.0,27.75684275791081,Y,Yes,11.0,3.0,4.0,80.0,0.0,22.0,4.0,3.0,3.0,2.0,1.0,2.0
129.03518981655122,NO,Travel_Rarely,,Research & Development,3.0,3.0, Technical Degree ,,397.0,3.0,,30.0,3.0,2.0,Research Scientist,,,4485.0,26285.0,4.0,Y,,,3.0,4.0,80.0,0.0,10.0,,3.0,,0.0,7.0,
31.0,No,Travel_Frequently,444.0,Sales,5.0,3.0,Marketing,1.0,399.0,4.0,Female,84.0,3.0,1.0,sales representative,,Divorced,2789.0,3909.0,1.0,Y,Nm,11.0,3.0,3.0,80.0,1.0,,5.0,2.0,2.0,2.0,2.0,2.0
26.0,Yes,Travel_Rarely,,Sales,4.0,,Marketing,1.0,,4.0,Male,48.0,2.0,2.0,Sales Executive,,Single,5828.0,8450.0,1.0,Y,Yes,12.0,,2.0,80.0,0.0,8.0,0.0,,8.0,7.0,7.0,4.0
37.0,No,Travel_Frequently,889.0,Research & Development,90.07671508640773,3.0,Medical,1.0,403.0,13.684702402617201,Male,53.0,3.0,1.0,,,Married,2326.0,11411.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,3.0,4.0,3.0,,4.0,2.0,1.0,2.0
42.0,No,Travel_Frequently,555.0,sales,26.0,,Marketing,1.0,7016.466967443084,3.0,Female,77.0,,4.0,,2.0,Mtrried,13525.0,14864.0,5.0,Y,No,14.0,3.0,4.0,80.0,1.0,23.0,2.0,4.0,20.0,4.0,4.0,8.0
18.0,,,230.0,Research & Development,3.0,3.0,Life Sciences,1.0,405.0,3.0,Malk,54.0,3.0,1.0,Laboratory Technician,3.0,SINGLE,1420.0,25233.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,,2.0,9.833256224869931,0.0,0.0,0.0,0.0
35.0,No,Travel_Rarely,1232.0,Sales,16.0,,Mamketing,1.0,406.0,3.0,Male,96.0,3.0,3.0,SALES EXECUTIVE,2.0,Married,8020.0,5100.0,,Y,No,15.0,3.0,3.0,80.0,,12.0,3.0,2.0,11.0,9.0,6.0,9.0
36.0,No,,566.0,Research & Development,90.07671508640773,4.0,Life Sciences,1.0,407.0,3.0,Male,81.0,,1.0,Laboratory Technician,4.0,Married,54186.44101054062,7122.0,4.0,Y,NO,18.0,3.0,4.0,80.0,2.0,4.0,2.0,3.0,1.0,40.842475447308104,0.0,0.0
51.0,No,Travel_Rarely,1302.0,Research & Development,2.0,3.0,Medical,1.0,408.0,4.0,Male,84.0,1.0,2.0,Manufacturing Director,2.0, Divyrced ,5482.0,16321.0,5.0,Y,No,18.0,3.0,4.0,80.0,1.0,13.0,3.0,3.0,4.0,1.0,1.0,2.0
41.0,No,wravel_Rarely,334.0,Sales,,4.0,Life Sciences,1.0,410.0,4.0, Make ,88.0,3.0,4.0,Manager,2.0,Single,,15896.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,89.76387569020292,,3.0,22.0,10.0,0.0,4.0
18.0,No,Travel_Rarely,4841.975595972202,Sales,,,Medical,1.0,411.0,4.0,Female,69.0,2.0,1.0,Sales Representative,,Single,1200.0,9724.0,,Y,,12.0,6.806522507807122,1.0,80.0,0.0,,,3.0,0.0,0.0,0.0,
28.0,No,Travel_Rarely,1476.0,Research & Development,,,Medical,1.0,,,Male,68.0,,2.0,Healthcare Representative,1.0,Single,5661.0,4824.0,0.0,Y,no,19.0,3.0,3.0,80.0,0.0,9.0,2.0,3.0,67.61825140037058,3.0,,7.0
31.0,No,Travel_Rarely,218.0,Sales,7.0,3.0,Technical Degree,,,2.0,Male,100.0,4.0,13.175405025543657,,4.0,Married,6929.0,12241.0,4.0,Y,No,11.0,6.806522507807122,2.0,80.0,1.0,10.0,3.0,2.0,8.0,7.0,,7.0
39.0,,,1132.0,Research & Development,1.0,3.0,Medical,1.0,417.0,3.0,Male,48.0,4.0,3.0,Healthcare Representative,4.0,Divorced,9613.0,10942.0,0.0,,No,17.0,3.0,1.0,80.0,3.0,19.0,5.0,,18.0,10.0,3.0,7.0
36.0,No,Non-Travel,1105.0,Research & Development,24.0,4.0,Life Sciences,1.0,419.0,2.0,Female,47.0,3.0,2.0,Laboratory Technician,2.0,Married,5674.0,6927.0,7.0,Y,No,15.0,,3.0,80.0,1.0,11.0,15.65777096650948,3.0,9.0,8.0,0.0,8.0
32.0,No,Travel_Rarely,906.0,sales,90.07671508640773,3.0,Life Sciences,1.0,420.0,4.0,Male,91.0,2.0,2.0,Sales Executive,3.0,Married,5484.0,16985.0,1.0,Y,No,14.0,3.0,3.0,80.0,9.277251811723444,13.0,3.0,2.0,13.0,8.0,4.0,
38.0,No,Travel_Rarely,849.0, Research & Development ,25.0,2.0,Life Sciences,1.0,421.0,1.0,Female,81.0,2.0,3.0,Research Director,2.0,Married,54186.44101054062,26707.0,3.0,Y,No,17.0,,3.0,80.0,1.0,19.0,2.0,3.0,10.0,8.0,0.0,1.0
58.0,No,Non-Travel,4841.975595972202,Research & Development,1.0,13.229133187297084,Life Sciences,1.0,422.0,,Male,32.0,1.0,2.0,Healthcare Representative,3.0,Divorchd,5660.0,17056.0,2.0,Y,Yes,13.0,3.0,4.0,80.0,1.0,12.0,,3.0,,,1.0,2.0
31.0,No,Travel_Rarely,691.0,,,4.0,Technical Degree,1.0,423.0,,Male,86.0,3.0,1.0,Research Scientist,4.0,Married,4821.0,10077.0,,Y,Yes,12.0,3.0,3.0,80.0,1.0,89.76387569020292,4.0,,5.0,2.0,0.0,3.0
31.0,No,Travel_Rarelc,4841.975595972202,Human Resources,2.0,3.0,Human Resources,1.0,424.0,1.0,Male,62.0,2.0,2.0,Human Resources,1.0,Married,6410.0,17822.0,3.0,Y,No,12.0,3.0,4.0,80.0,0.0,9.0,1.0,3.0,2.0,2.0,1.0,39.4556289867228
45.0,No,Travel_Frequently,1249.0,Research & Development,7.0,3.0,,1.0,425.0,1.0,Male,97.0,3.0,3.0,LABORATORY TECHFICIAN,1.0,bivorced,,20308.0,1.0,Y,No,18.0,,1.0,,1.0,24.0,2.0,3.0,67.61825140037058,9.0,9.0,11.0
31.0,No,Travel_Rarely,192.0,,2.0,4.0,Life Sciences,1.0,426.0,3.0,Male,32.0,3.0,13.175405025543657,Research Scientist,4.0,Divorced,2695.0,7747.0,0.0,Y,Yef,18.0,3.0,2.0,80.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0
33.0,No,Travel_Frequently,553.0,Research & Development,5.0,4.0,Life Sciences,1.0,428.0,4.0,Female,74.0,,3.0,Manager,2.0,Married,11878.0,,6.0,y,No,11.0,3.0,2.0,80.0,2.0,12.0,2.0,3.0,10.0,,8.0,8.0
39.0,No,Travel_Rarely,117.0,Research & Development,10.0,1.0,Medical,1.0,,3.0,Mase,99.0,3.0,4.0,Manager,1.0,Married,17068.0,5355.0,27.75684275791081,,YES,14.0,3.0,4.0,80.0,9.277251811723444,21.0,,3.0,21.0,9.0,,10.0
43.0,No,Travel_Frequently,185.0,Research & Development,10.0,13.229133187297084,Life Sciences,1.0,,3.0,Female,,3.0,1.0,Laboratory Technician,4.0,Single,2455.0,10675.0,0.0,Y,No,19.0,3.0,1.0,80.0,0.0,9.0,5.0,3.0,8.0,7.0,1.0,
49.0,No,travel_rarely,1091.0,Research & Development,1.0,2.0,Technical Degree,1.0,431.0,3.0,Female,90.0,2.0,4.0,,3.0, Single ,13964.0,17810.0,7.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,25.0,2.0,3.0,7.0,40.842475447308104,0.0,
52.0,ies,TRAVEL_RARELY,723.0,Research & Development,8.0,4.0,Medical,1.0,433.0,3.0,Male,85.0,2.0,2.0,Research Scientist,2.0,Married,4941.0,85757.15206674469,2.0,,No,15.0,3.0,1.0,80.0,,11.0,3.0,,8.0,2.0,7.0,7.0
27.0,No,Travel_Rarely,1220.0,Research & Development,5.0,3.0,Life Sciences,,434.0,3.0,Female,85.0,3.0,1.0,Research Scientist,2.0,Single,2478.0,20938.0,1.0,Y,Yes,12.0,3.0,2.0,80.0,0.0,4.0,,2.0,4.0,3.0,1.0,
32.0,No,Travjl_Rarely,588.0,Sales,8.0,2.0,Technical Degree,1.0,436.0,3.0,Female,65.0,2.0,2.0,Sales Executive,2.0,,5228.0,24624.0,1.0,Y,Yys,11.0,3.0,4.0,80.0,0.0,13.0,,3.0,13.0,12.0,11.0,
27.0,No,Travel_Rarely,1377.0,Sales,2.0,3.0,Life Scgences,1.0,437.0,4.0,Male,74.0,3.0,2.0,Sales Executive,3.0,Single,4478.0,85757.15206674469,1.0,,,11.0,3.0,,80.0,0.0,,3.0,3.0,5.0,,,4.0
31.0,,Travel_Rarely,691.0,Sales,7.0,,Marketing,1.0,438.0,4.0,Male,269.64054339909364,,,Sales Executive,4.0,Divorced,7547.0,7143.0,4.0,,No,12.0,6.806522507807122,4.0,80.0,3.0,13.0,3.0,3.0,7.0,,1.0,7.0
32.0,No,Travel_Rarely,1018.0,Research & Development,2.0,4.0,Medical,1.0,7016.466967443084,1.0,Female,74.0,4.0,13.175405025543657,Research Scientist,4.0,Single,5055.0,10557.0,7.0,Y,,16.0,3.0,13.559752418371833,80.0,0.0,10.0,0.0,,7.0,7.0,0.0,7.0
28.0,Yrs,Travel_Rarely,1157.0,Research & Development,2.0,,Medical,1.0,440.0,1.0,Male,84.0,1.0,1.0,Research Scientist,4.0,Married,54186.44101054062,24737.0,5.0,Y,Yes,13.0,3.0,4.0,80.0,0.0,5.0,4.0,2.0,3.0,40.842475447308104,,
30.0,No,Travel_Rarely,1275.0,Research & Development,28.0,2.0,Medical,1.0,441.0,4.0,,64.0,3.0,2.0,Research Scienkist,4.0,Married,5775.0,11934.0,,Y, No ,13.0,3.0,4.0,80.0,2.0,,2.0,3.0,10.0,8.0,34.46023719431416,9.0
,No,Travel_Frequently,798.0,Research & Development,7.0,2.0,Life Sciences,,442.0,3.0,Female,48.0,2.0,3.0,Manufacturing Director,3.0,Married,8943.0,14034.0,1.0,Y,,24.0,,1.0,80.0,1.0,10.0,2.0,3.0,10.0,9.0,34.46023719431416,39.4556289867228
39.0,NO,Travel_Frequently,672.0,RESEARCH & DEVELOPMENT,7.0,2.0,Medical,1.0,444.0,3.0,Male,,2.0,5.0,Manager,4.0,Married,19272.0,,,,No,15.0,3.0,,80.0,1.0,21.0,2.0,3.0,67.61825140037058,9.0,13.0,39.4556289867228
39.0,Yes,Travel_Rarely,1162.0,Sales,3.0,2.0,Medical,1.0,445.0,,Female,41.0,3.0,2.0,Sales Executive,3.0,,,17778.0,4.0,Y,Yes,,3.0,1.0,80.0,0.0,,3.0,2.0,1.0,0.0,0.0,0.0
129.03518981655122,No,Travel_Frequently,508.0,Sales,10.0,13.229133187297084,Marketing,,446.0,2.0,Male,46.0,,2.0,Sales Executive,4.0,,4682.0,4317.0,,Y,,14.0,3.0,3.0,,,9.0,6.0,2.0,7.0,7.0,0.0,1.0
47.0,No,Travel_Rarely,1482.0,Research & Development,5.0,5.0,Life Sciences,1.0,447.0,4.0,,,3.0,5.0,Research Director,3.0,Married,18300.0,16375.0,4.0,Y,No,52.1957228157787,3.0,2.0,,1.0,21.0,2.0,,3.0,2.0,1.0,1.0
,No,Travel_Frequently,559.0,Research & Development,10.0,4.0,,,448.0,3.0,Female,82.0,2.0,2.0,Laboratory Technician,3.0,Divorced,5257.0,6227.0,27.75684275791081,Y,No,11.0,3.0,,80.0,1.0,9.0,3.0,4.0,9.0,,0.0,0.0
27.0,NO,,210.0,Sales,1.0,1.0,Marketing,1.0,449.0,3.0,Male,73.0,3.0,2.0,Sales Executive,2.0,Married,6349.0,,0.0,Y,,13.0,3.0,4.0,80.0,1.0,6.0,,3.0,5.0,4.0,34.46023719431416,4.0
54.0, No ,Travel_Frequently,928.0,,20.0,4.0,Life Sciences,1.0,450.0,4.0,Female,31.0,3.0,2.0,Research Scientist,3.0,Single,4869.0,16885.0,3.0,Y,No,12.0,3.0,4.0,80.0,9.277251811723444,89.76387569020292,4.0,2.0,4.0,3.0,0.0,3.0
43.0,No,Travel_Rarely,1001.0,Research & Development,7.0,3.0,Life Sciences,1.0,451.0,3.0,Female,43.0,3.0,3.0, Healthcare Representative ,1.0,Married,9985.0,9262.0,8.0,Y,No,16.0,3.0,,,1.0,10.0,1.0,2.0,1.0,0.0,0.0,39.4556289867228
,No,Travel_Rarely,549.0,Research & Development,8.0,4.0,ather,,452.0,4.0,Male,75.0,3.0,2.0,RESEARCH SCIENTIST,4.0,Married,3697.0,9278.0,9.0,Y,No,14.0,3.0,1.0,80.0,,12.0,3.0,3.0,,9.0,9.0,8.0
40.0,,Travel_Rarely,1124.0,Sales,1.0,2.0,Medical,1.0,453.0,2.0,Male,57.0,1.0,2.0,Sales Executive,4.0,Married,7457.0,13273.0,2.0,Y,yes,,4.0,3.0,80.0,3.0,6.0,2.0,2.0,4.0,3.0,0.0,
29.0,Yes,Travel_Rarely,318.0,Research & Development,8.0,,Other,1.0,454.0,2.0,Male,77.0,1.0,,Laboratory Technician,1.0,Married,2119.0,4759.0,1.0,,Yes,11.0,3.0,4.0,80.0,0.0,7.0,4.0,2.0,7.0,7.0,0.0,
29.0,,Travel_Rarely,4841.975595972202,Research & Development,9.0,5.0,Other,1.0,455.0,2.0,Male,269.64054339909364,2.0,13.175405025543657,Laboratory Technician,4.0,SINGLE,3983.0,7621.0,27.75684275791081,Y,,17.0,3.0,3.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0
, No ,Trawel_Rarely,570.0,Sales,5.0,3.0,Marketing,1.0,456.0,4.0,Female,30.0,2.0,2.0,Sales Executive,3.0,Divorced,6118.0,5431.0,1.0,Y,NO,13.0,3.0,3.0,80.0,,10.0,,3.0,10.0,9.0,1.0,2.0
27.0,No,Travel_Rarely,1130.0,Sales,,4.0,,1.0,458.0,2.0,Female,56.0,3.0,2.0,Sales Executive,,,6214.0,3415.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,8.0,3.0,3.0,8.0,7.0,,7.0
,No,Travel_Rarely,4841.975595972202,Researbh & Development,5.0,2.0,Medical,1.0,460.0,4.0,Male,,,2.0,Manufacturing Director,4.0,,6347.0,23177.0,7.0,,No,16.0,3.0,3.0,80.0,9.277251811723444,8.0,2.0,2.0,6.0,2.0,0.0,4.0
38.0,No,Travel_Rarely,343.0,Research & Development,15.0,2.0,Life Sciences,1.0,461.0,3.0,Male,92.0,2.0,3.0,Research Director,4.0,Divorced,11510.0,15682.0,27.75684275791081,Y, Yes ,14.0,3.0,2.0,80.0,1.0,12.0,,3.0,11.0,10.0,2.0,9.0
31.0,No,Travel_Rarely,1232.0,Research & Development,7.0,4.0,Medical,1.0,462.0,3.0,Female,39.0,3.0,3.0,manufacturing director,4.0,Single,7143.0,25713.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,9.277251811723444,11.0,2.0,2.0,11.0,9.0,4.0,
29.0,NO,Travel_Rarely,144.0,Sales,10.0,13.229133187297084,MARKETING,1.0,463.0,4.0,Female,39.0,2.0,2.0,Sales Executive,2.0,Divorced,8268.0,11866.0,1.0,Y,,14.0,3.0,1.0,80.0,2.0,7.0,2.0,9.833256224869931,7.0,7.0,1.0,7.0
35.0,No,Travel_Rarely,1296.0,Research & Development,5.0,13.229133187297084,Technical Degree,1.0,464.0,3.0,Male,62.0,3.0,,Manufacturing Direwtor,2.0,Single,8095.0,,0.0,Y,No,13.0,3.0,4.0,80.0,0.0,17.0,5.0,3.0,16.0,6.0,34.46023719431416,13.0
,No,TravelxRarely,1309.0,,26.0,1.0,Life Sciences,1.0,465.0,3.0,Male,83.0,3.0,1.0,Research Scientist,4.0,,2904.0,16092.0,1.0,Y,No,12.0,3.0,3.0,80.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0
41.0,No,Travel_Rarely,483.0,Research & Development,6.0,,Medical,1.0,466.0,4.0,Male,,2.0,2.0,Manufacturing Director,2.0,Single,,10110.0,6.0,Y,Yes,15.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,,4.0,1.0,2.0
47.0,No,Travel_Frequently,1309.0,Sales,4.0,1.0, Medical ,1.0,467.0,,,99.0,3.0,2.0,Sales Representative,3.0,Singlx,2976.0,25751.0,3.0,Y,no,19.0,,13.559752418371833,80.0,0.0,5.0,3.0,9.833256224869931,0.0,0.0,0.0,0.0
,No,TRAVEL_RARELY,810.0,Research & jevelopment,23.0,5.0,Life Sciences,,468.0,1.0,,44.0,3.0,4.0,Research Director,4.0,Single,15992.0,15901.0,2.0,Y,No,14.0,,2.0,,0.0,16.0,2.0,3.0,1.0,0.0,0.0,0.0
,No,Non-Travel,4841.975595972202,Sales,2.0,3.0,Life Sciences,1.0,469.0,4.0,Male,,3.0,2.0,Sales Executive,3.0,Marroed,4649.0,16928.0,,Y,No,,3.0,13.559752418371833,80.0,1.0,4.0,3.0,2.0,4.0,3.0,0.0,2.0
42.0,No,Travel_Rarely,544.0,Human Resources,2.0,,Technical Degree,1.0,470.0,3.0,Male,52.0,3.0,,Human Resouwces,3.0,Divorced,2696.0,24017.0,0.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,4.0,,3.0,3.0,,1.0,0.0
32.0,No,Travel_Rarely,1062.0,Reseagch & Development,,,Medicol,1.0,,3.0,female,75.0,3.0,1.0,Laboratory Technician,2.0,Married,2370.0,,1.0,Y,No,13.0,3.0,3.0,80.0,1.0,8.0,4.0,3.0,8.0,0.0,0.0,7.0
,no,Travel_Rarely,530.0,Sales,29.0,13.229133187297084,Medical,1.0,473.0,1.0,Female,,3.0,,Manager,3.0,Married,12504.0,,,Y,uo,21.0,4.0,2.0,80.0,1.0,15.0,,1.0,0.0,0.0,0.0,0.0
37.0,No,,1319.0,Research & Development,6.0,,Medicar,1.0,474.0,3.0,hale,51.0,9.847745975747452,2.0,Research Scientist,1.0,Divorced,5974.0,17001.0,4.0,Y,Yes,13.0,3.0,1.0,80.0,2.0,89.76387569020292,2.0,3.0,7.0,7.0,,
30.0,No,Non-Travel,641.0,Salem,25.0,2.0,Technical Degree,1.0,475.0,13.684702402617201,Female,85.0,3.0,2.0,sales execulive,3.0,Married,4736.0,6069.0,7.0,Y,,12.0,3.0,2.0,80.0,1.0,4.0,2.0,4.0,2.0,2.0,,2.0
,No,Travel_Rarely,933.0,Sales,1.0,3.0,Life Sciences,,476.0,3.0,Male,269.64054339909364,3.0,2.0,Sales Executive,3.0,Married,5296.0,20156.0,1.0,Y,No,17.0,3.0,2.0,80.0,1.0,8.0,3.0,3.0,,7.0,7.0,7.0
42.0,No,Travel_Rarely,1332.0,Research & Development,2.0,4.0,Other,1.0,477.0,1.0,Male,98.0,2.0,2.0,Healthcare Representative,4.0,Single,,17078.0,3.0,Y,No,23.0,4.0,2.0,80.0,0.0,14.0,,3.0,67.61825140037058,0.0,,0.0
21.0,Yes,Travel_Frequently,756.0,Sales,1.0,1.0,,1.0,478.0,,Female,99.0,2.0,1.0,,2.0,Single,2174.0,9150.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,3.0,3.0,3.0,3.0,,1.0,2.0
36.0,No,Non-Travel,845.0,Sayes,1.0,5.0,Medical,1.0,479.0,4.0,Female,269.64054339909364,3.0,,Sales Executive,4.0,Single,,15276.0,4.0,Y,No,15.0,3.0,2.0,80.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,
36.0,Nf,Travel_Frequently,541.0,Sales,3.0,4.0,MEDICAL,1.0,481.0,,MALE,,2.0,3.0,,4.0,Married,9699.0,7246.0,,Y, Nl ,52.1957228157787,3.0,1.0,80.0,1.0,16.0,2.0,,13.0,9.0,,12.0
57.0, No ,Travel_Rarely,593.0,Research & Development,1.0,4.0,Medical,,482.0,4.0,,88.0,3.0,2.0,Healthcare Representative,3.0,Mawried,6755.0,2967.0,,,No,11.0,3.0,3.0,80.0,0.0,15.0,2.0,3.0,3.0,2.0,1.0,2.0
40.0,No,Travel_Rarely,1171.0,Research & Development,10.0,,Life Sciences,1.0,483.0,4.0,Female,46.0,4.0,1.0,Laboratory Technician,3.0,Mabried,2213.0,22495.0,3.0,Y,hes,13.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,,7.0,1.0,7.0
,No,Non-Travel,895.0,Sxles,9.0,2.0,Medical,,484.0,1.0,Male,39.0,3.0,,,4.0,Singje,2610.0,2851.0,1.0,,No,24.0,4.0,3.0,80.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0
33.0,Yes,Travel_Rarely,350.0,Sales,5.0,3.0,Marketing,1.0,485.0,4.0,Ferale,34.0,3.0,1.0,Sales Representative,3.0,Single,2851.0,,1.0,Y,Yes,13.0,3.0,2.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,,0.0
,No,Travel_Rarely,921.0,Research & Development,10.0,3.0,Medical,1.0,,3.0,Female,98.0,,1.0,Laboratory Technician,1.0,,3452.0,17663.0,6.0,Y, No ,20.0,,2.0,80.0,1.0,17.0,,3.0,5.0,4.0,0.0,3.0
46.0,,Non-Travvl,1144.0,Research & Development,7.0,4.0,,1.0,487.0,3.0,female,30.0,3.0,2.0,Manufacturing Director,13.750142140659236,Married,5258.0,16044.0,2.0,Y,No,,3.0,3.0,80.0,,7.0,2.0,4.0,1.0,,0.0,0.0
41.0,Yes,Travel_Freqiently,143.0,Sales,4.0,13.229133187297084,Marketing,1.0,488.0,1.0,Male,269.64054339909364,3.0,2.0,Sales Executive,2.0,Single,9355.0,,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,,5.0,3.0,8.0,7.0,7.0,7.0
50.0,No,Travel_Rarely,,zesearch & Development,10.0,3.0,,1.0,491.0,4.0,Male,100.0,2.0,3.0,Healthcare Representative,4.0,Single,,2755.0,6.0,Y,,52.1957228157787,3.0,4.0,,9.277251811723444,20.0,2.0,3.0,4.0,3.0,1.0,3.0
40.0,Yes,Travel_Rarely,575.0,Sales,,2.0,Marketing,1.0,492.0,3.0,Male,68.0,2.0,2.0,,3.0,Married,6380.0,6110.0,27.75684275791081,Y,Yes,12.0,,1.0,,,8.0,6.0,9.833256224869931,6.0,,1.0,0.0
31.0,no,Travel_Rarely,408.0,Research & Development,9.0,,Life Sciences,1.0,493.0,3.0,Male,42.0,2.0,1.0,Research Scientist,2.0,Single,2657.0,85757.15206674469,0.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,3.0,5.0,3.0,2.0,2.0,,2.0
21.0,Yes,Travel_Rarely,156.0,pales,12.0,,Life Sciences,1.0,494.0,3.0,Female,90.0,4.0,1.0,Sales Representative,,,2716.0,25422.0,1.0,Y,No,,3.0,4.0,80.0,0.0,1.0,0.0,3.0,1.0,,,0.0
29.0,,Travel_Rareli,1283.0,,23.0,3.0,Life Sciences,1.0,495.0,4.0,Male,54.0,,1.0,,4.0,Single,2201.0,18168.0,9.0,Y,No,16.0,3.0,4.0,80.0,0.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0
129.03518981655122,No,Travel_Rarely,755.0,Research & Development,9.0,4.0,Life Sciences,1.0,496.0,3.0,Male,97.0,9.847745975747452,2.0,Healthcare Representative,2.0,Single,6540.0,,9.0,Y,No,,,3.0,80.0,0.0,10.0,5.0,3.0,1.0,1.0,,0.0
129.03518981655122,No,Travel_Rarely,1469.0,Research & Development,1.0,2.0,Medical,1.0,497.0,4.0,Male,82.0,3.0,1.0,Laboratory Technician,2.0,Divorced,3816.0,17881.0,1.0,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,5.0,2.0,0.0,4.0
28.0,No,Travel_Rerely,304.0,Sales,9.0,4.0,Life Sciences,1.0,,2.0,Male,92.0,3.0,2.0,Sales Executive,4.0,,5253.0,20750.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,7.0,1.0,3.0,7.0,5.0,34.46023719431416,7.0
49.0,No,TRAVEL_RARELY,,Research & Development,7.0,3.0,,1.0,499.0,2.0,Male,31.0,2.0,3.0,Healthcare Representative,3.0,Single,,12066.0,8.0,Y,No,24.0,,3.0,80.0,0.0,,2.0,3.0,5.0,2.0,0.0,0.0
51.0,No,Travel_Rarely,1178.0,Sales,14.0,2.0,Life Sciences,1.0,500.0,3.0,remale,87.0,3.0,2.0,,4.0, Married ,4936.0,14862.0,4.0,Y,No,11.0,,3.0,80.0,1.0,,,2.0,7.0,7.0,,7.0
36.0,No,Travel_Rarely,329.0,Research & Development,2.0,3.0,Life Sciences,1.0,501.0,4.0,Female,96.0,3.0,1.0,RESEARCH SCIENTIST,3.0,Married,54186.44101054062,11868.0,4.0,Y,No,13.0,3.0,2.0,80.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0
34.0,Yes,Non-Travel,1362.0,Sales,19.0,3.0,Marketing,1.0,502.0,1.0,,67.0,4.0,2.0,Sales Executive,4.0,Single,5304.0,4652.0,8.0,Y,Yes,13.0,,2.0,80.0,9.277251811723444,9.0,3.0,2.0,,2.0,0.0,4.0
